"OLST_attempt_id","RADAR_capture","MOCAP_Start_Time","MOCAP_End_Time","RADAR_Start_Frame","RADAR_End_Frame","Seconds_per_Frame","an","is_attempt_final","t_foot_up","t_stable","t_break","t_end","frame_foot_up","frame_stable","frame_break","frame_end","participant_id","label","movement_code","stance_leg","lifted_leg","stance_knee_vel_mean","stance_knee_vel_std","stance_knee_vel_max","lifted_knee_vel_mean","lifted_knee_vel_std","lifted_knee_vel_max","stance_knee_acc_mean","stance_knee_acc_std","stance_knee_acc_max","lifted_knee_acc_mean","lifted_knee_acc_std","lifted_knee_acc_max","com_disp_mean","com_disp_std","com_disp_max","com_range_x","com_range_y","com_vel_mean","com_vel_std","trunk_sway_x_std","trunk_sway_y_std","trunk_sway_x_range","trunk_sway_y_range","trunk_sway_vel_mean","trunk_sway_vel_std","doppler_centroid_mean","doppler_centroid_std","doppler_centroid_max","doppler_centroid_range","micro_vel_mean","micro_vel_std","micro_vel_max","micro_vel_energy","micro_acc_mean","micro_acc_std","micro_acc_max","amp_total_power_mean","amp_total_power_std","amp_total_power_range","amp_peak_power_mean","amp_peak_power_std","amp_variation_mean","amp_variation_std","amp_variation_max","COP_AP_range_mm","COP_AP_mean_mm","COP_AP_sd_mm","COP_ML_range_mm","COP_ML_mean_mm","COP_ML_sd_mm","COP_speed_mean_mm_s","COP_speed_sd_mm_s","COP_speed_max_mm_s","COP_speed_computed_mean","GRF_Z_mean_N","GRF_Z_sd_N","GRF_Z_cv_pct","GRF_Z_range_N","sway_path_length_mm","sway_path_per_second_mm_s","trial_duration_s"
"35_MNTRR_RR_V1_an7","35_MNTRR_RR_V1","7.59","28.96","194","759","0.03776","7","False","21.13","21.24","21.56","21.69","552","555","563","567","35","STABLE","MNTRR","R","L","1.01216","0.650172","2.24954","8.88167","5.63434","15.8464","0.358262","0.232591","1.0344","0.839793","0.417981","1.67412","17.1744","8.67365","36.8897","40.2797","41.0942","2.12728","0.577947","8.33145","9.23717","26.9587","30.081","1.29491","0.406097","-0.171741","0.109165","0.333424","0.336594","0.00107779","0.000675304","0.0020839","0.00000161766","0.0230534","0.00943229","0.0364814","89439.2","2074.02","6632.99","90.804","2.78976","2728.02","1648.84","5698.43","27.9217","-84.3508","8.36894","10.7246","-68.6787","2.96967","453.086","260.458","1311.43","453.5","692.197","40.5294","5.85519","143.74","145.136","453.551","0.32"
"35_MNTRR_RR_V1_an8","35_MNTRR_RR_V1","7.59","28.96","194","759","0.03776","8","False","22.61",NULL,NULL,"23.15","591",NULL,NULL,"606","35","UNSTABLE","MNTRR","R","L","0.996715","0.405794","1.78961","3.59607","2.62549","8.81234","0.283089","0.188078","0.979308","0.438969","0.182848","1.02648","18","9.85659","36.9226","42.1812","53.6725","1.31072","0.17453","11.2221","10.3287","36.8013","34.8927","1.07342","0.374936","-0.206199","0.0696936","0.329992","0.206996","0.00128874","0.000435585","0.00206245","0.00000185059","0.0146829","0.00878698","0.034194","89594.1","2532.78","9960.28","91.8904","4.0829","2399.64","1461.88","4484.81","28.0578","-106.003","6.49802","14.3417","-63.2084","3.64734","391.357","202.131","1091.38","391.25","749.392","13.1485","1.75456","53.1015","211.313","391.32","0.54"
"35_MNTRR_RR_V1_an9","35_MNTRR_RR_V1","7.59","28.96","194","759","0.03776","9","False","26.0833","26.52","27.74","27.8","683","695","727","729","35","STABLE","MNTRR","R","L","0.726896","0.475693","2.73499","3.72677","4.73338","15.8879","0.212742","0.148014","0.842405","0.377077","0.302746","1.23841","19.7789","14.3204","61.1894","82.1302","46.0263","0.893509","0.559685","21.0803","10.9654","71.3753","40.1343","0.744011","0.179156","-0.186632","0.111721","0.402322","0.447368","0.00119323","0.000651439","0.00251451","0.00000184816","0.0202192","0.0121212","0.0524093","89136.7","3435.37","15205","91.6012","4.06859","2758.91","1940.33","7530.77","57.0493","-94.4712","11.5023","20.112","-61.6257","4.4559","389.169","220.403","1256.22","389.257","740.507","23.1257","3.12296","95.8271","474.857","389.227","1.22"
"35_MNTRR_RR_V1_an10","35_MNTRR_RR_V1","7.59","28.96","194","759","0.03776","10","True","28.21","28.28","28.89","28.96","740","741","758","759","35","STABLE","MNTRR","R","L","1.17733","0.935258","3.22425","5.75201","3.11937","11.7521","0.321571","0.223732","1.21995","0.716306","0.413087","1.64152","18.038","9.81082","41.2643","42.4051","54.4736","1.27383","0.3618","5.56442","15.3215","17.804","54.2957","0.948288","0.379345","0.108893","0.317013","0.753404","1.05834","0.0016422","0.00130079","0.00470878","0.00000438887","0.0246269","0.0163539","0.0548208","98834.8","7624.75","21874.7","91.0179","2.77641","2634.25","2061.34","8894.21","39.9392","-98.5319","13.8033","28.1212","-86.4579","10.5807","403.16","222.669","1199.21","403.115","733.034","33.0488","4.5085","109.865","245.869","403.065","0.61"
"35_MNTRR_RR_V2_an1","35_MNTRR_RR_V2","7.53","28.76","197","756","0.03791","1","False","10.4983","10.82","10.95","11.03","275","283","287","289","35","STABLE","MNTRR","R","L","0.616973","0.273952","0.967611","3.58055","0.713065","4.55053","0.298807","0.128121","0.546727","0.908852","0.300111","1.35121","1.22725","0.727655","2.93816","1.95633","0.777444","0.373259","0.200403","0.471223","1.2548","1.35","3.61767","0.342825","0.142195","0.0479831","0.0412544","0.101181","0.106175","0.000312379","0.000242565","0.000632381","0.000000156418","0.0096257","0.00336011","0.0132707","108524","2670.51","6911.36","114.666","2.57015","4545.26","2194.82","6911.36","8.63622","-55.4964","2.62728","1.8432","-82.3526","0.378779","372.36","200.945","1066.65","373.42","709.116","28.044","3.95478","80.8725","48.5234","373.257","0.13"
"35_MNTRR_RR_V2_an2","35_MNTRR_RR_V2","7.53","28.76","197","756","0.03791","2","False","11.34",NULL,NULL,"12.7758","297",NULL,NULL,"335","35","UNSTABLE","MNTRR","R","L","0.523457","0.365931","1.83535","2.07401","1.52839","5.49978","0.19136","0.103483","0.643","0.369015","0.21424","1.12877","6.63961","3.38983","17.6857","8.81906","16.8765","0.412044","0.252311","1.9438","9.90988","9.67767","31.6273","0.348153","0.170229","0.0811898","0.150635","0.340851","0.614142","0.000878575","0.000609884","0.00213032","0.00000114385","0.016365","0.0120332","0.040198","103097","3009.05","13324.6","100.497","10.5087","2559.21","1644.86","6696.35","37.9908","-68.0592","7.45055","19.823","-78.3074","5.17512","376.318","205.406","1153.71","376.359","747.149","17.91","2.39712","88.1977","540.392","376.362","1.43583"
"35_MNTRR_RR_V2_an3","35_MNTRR_RR_V2","7.53","28.76","197","756","0.03791","3","False","13.01",NULL,NULL,"13.29","341",NULL,NULL,"348","35","UNSTABLE","MNTRR","R","L","0.562422","0.284052","1.29449","2.77325","1.05769","5.2359","0.249189","0.117133","0.464603","0.576989","0.180768","0.921792","3.41324","1.60131","8.9211","5.60411","8.45944","0.659399","0.396459","0.995066","4.0941","3.29833","12.9427","0.535533","0.319318","0.00202079","0.0771361","0.134146","0.237142","0.000421983","0.000233476","0.000838411","0.00000023258","0.0164462","0.00778937","0.0293561","99314.9","1209.15","3879.69","95.124","0.955599","1449.34","497.962","2503.83","35.9811","-98.8673","12.029","3.73874","-74.3131","0.979143","431.754","247.197","1310.37","432.013","715.28","49.6684","6.94391","148.929","120.941","431.932","0.28"
"35_MNTRR_RR_V2_an4","35_MNTRR_RR_V2","7.53","28.76","197","756","0.03791","4","False","13.87",NULL,NULL,"14.06","364",NULL,NULL,"369","35","UNSTABLE","MNTRR","R","L","0.5075","0.111276","0.695406","4.82612","1.04297","6.18867","0.182511","0.0973946","0.465667","0.597265","0.301494","1.3575","4.45282","2.41984","8.64223","4.64244","5.16622","0.843748","0.169855","2.85687","1.17883","9.20767","3.85667","0.551958","0.164619","0.195195","0.0601164","0.267707","0.151577","0.00121997","0.000375727","0.00167317","0.00000162949","0.00886258","0.00799413","0.0227931","98944.8","1048.39","2637.59","93.5713","0.812961","611.863","410.705","1075.92","17.3809","-51.2443","5.28037","6.5135","-81.445","2.08197","394.713","199.397","1133.55","395.334","746.316","18.9164","2.53464","58.2886","75.1227","395.383","0.19"
"35_MNTRR_RR_V2_an5","35_MNTRR_RR_V2","7.53","28.76","197","756","0.03791","5","False","18.595","18.9","20.63","20.6675","488","496","542","543","35","STABLE","MNTRR","R","L","0.71811","0.46147","2.53295","1.86423","1.24851","4.86469","0.228798","0.146952","0.81553","0.455045","0.28713","1.62141","11.5067","5.24009","27.6262","28.1172","31.8994","0.477684","0.274849","9.22693","17.2213","28.146","61.796","0.542823","0.191242","-0.175171","0.117622","0.431256","0.544756","0.0011604","0.000626514","0.00269535","0.00000173905","0.0177098","0.0140549","0.0684348","91573.9","3823.67","17318.8","92.2076","3.44373","3121.38","2461.4","8780.38","61.3059","-54.7405","12.1924","45.8197","-72.3611","14.4423","382.385","204.911","1184.07","382.27","746.249","23.6434","3.16829","104.372","661.289","382.248","1.73"
"35_MNTRR_RR_V2_an6","35_MNTRR_RR_V2","7.53","28.76","197","756","0.03791","6","False","21.86","21.86","22.41","22.78","574","574","589","599","35","STABLE","MNTRR","R","L","0.513453","0.282193","1.38259","2.61055","1.2261","4.95927","0.265409","0.192895","0.883912","0.563711","0.474076","2.24594","6.14023","2.31653","13.7281","6.98778","17.8079","0.617811","0.259789","2.88154","3.79003","9.45667","12.965","0.363671","0.145066","-0.188256","0.0932877","0.326853","0.321206","0.0011766","0.000583048","0.00204283","0.00000172434","0.0194427","0.0116526","0.047868","93580.8","2991.96","10649.3","93.0055","4.24527","2170.26","1866.34","6229.35","34.9519","-43.079","9.61726","6.78279","-83.0687","1.5333","397.647","218.393","1103.54","397.849","744.402","25.0425","3.36411","108.339","218.809","397.835","0.55"
"35_MNTRR_RR_V2_an7","35_MNTRR_RR_V2","7.53","28.76","197","756","0.03791","7","True","26.2533","26.7","28.61","28.71","690","702","753","755","35","STABLE","MNTRR","R","L","0.602481","0.418578","2.19398","1.23478","1.15504","5.98897","0.196727","0.12917","0.851317","0.30948","0.240253","1.30415","10.2613","4.84696","33.311","12.2332","41.4036","0.439953","0.322547","2.2772","15.5945","7.00833","58.3613","0.420677","0.233205","-0.186863","0.113924","0.428297","0.511126","0.00121446","0.000629314","0.00267686","0.00000187096","0.0186381","0.0109573","0.057279","92116.6","3813.3","18336.1","92.8123","3.19028","2958.31","2345.84","8500.65","32.3774","-76.1329","6.55112","27.9297","-75.0801","8.29364","384.505","216.741","1586.54","384.308","746.515","16.0613","2.1515","75.0742","733.952","384.268","1.91"
"35_MNTRR_RR_V3_an1","35_MNTRR_RR_V3","7.68","29.07","195","762","0.0377","1","False","10.2775","10.67","11.74","11.9092","263","274","302","307","35","STABLE","MNTRR","R","L","0.931675","0.632638","2.76854","1.47974","0.729792","3.31928","0.264405","0.201351","1.28784","0.554974","0.371734","1.47477","3.75488","2.23681","12.7941","5.61589","15.7272","0.317771","0.179684","2.46348","5.40334","9.176","19.6403","0.355864","0.134557","-0.0309861","0.0893313","0.219601","0.381041","0.000473216","0.000353969","0.00137251","0.000000349227","0.00967251","0.00788727","0.0263268","101623","5267.15","22461.9","111.676","3.58977","5029.04","5585.76","18558.4","21.5592","-61.8689","5.88197","37.985","-38.2327","11.1825","384.195","204.876","1329.75","383.96","749.584","13.6037","1.81484","60.4248","410.748","383.877","1.07"
"35_MNTRR_RR_V3_an2","35_MNTRR_RR_V3","7.68","29.07","195","762","0.0377","2","False","12.93","12.93","13.72","13.84","334","334","355","358","35","STABLE","MNTRR","R","L","0.476577","0.400666","1.66428","1.0564","0.856949","4.44524","0.182437","0.119028","0.616715","0.362501","0.282302","1.19416","6.0266","3.79501","16.4824","3.36506","26.1702","0.361145","0.214711","1.06209","9.37052","3.04667","31.5863","0.409674","0.107858","0.0864542","0.135442","0.302832","0.498559","0.000857613","0.000522539","0.0018927","0.00000100855","0.0138098","0.0121251","0.0561651","98554.4","3813.52","12306.7","90.4355","0.657745","2175.02","1716.87","6319.54","17.8812","-72.2897","4.88831","18.5422","-48.5174","3.83961","382.94","210.338","1083.21","382.823","744.947","21.8292","2.93031","88.5019","302.432","382.825","0.79"
"35_MNTRR_RR_V3_an3","35_MNTRR_RR_V3","7.68","29.07","195","762","0.0377","3","False","14.24",NULL,NULL,"15","369",NULL,NULL,"389","35","UNSTABLE","MNTRR","R","L","0.831046","0.323473","1.42672","3.32827","1.96442","6.25459","0.195822","0.102547","0.546733","0.417524","0.160888","0.851059","14.3953","7.73137","38.5721","19.1571","51.3345","1.06058","0.399763","8.21362","14.1379","23.9437","52.8473","0.975563","0.689926","-0.0864065","0.160452","0.328165","0.565834","0.0010199","0.000507056","0.00205103","0.00000129731","0.0159346","0.01194","0.046659","90751.4","3163.59","12526.3","90.5062","4.36884","1891.22","1078.26","3936.62","31.1034","-64.1845","8.82045","19.1419","-32.0941","5.39418","380.879","195.287","1052.56","380.727","745.427","31.7768","4.26289","114.748","289.364","380.743","0.76"
"35_MNTRR_RR_V3_an4","35_MNTRR_RR_V3","7.68","29.07","195","762","0.0377","4","False","18.8483","19.09","20.95","21.0108","491","497","547","548","35","STABLE","MNTRR","R","L","0.795853","0.598329","3.5306","1.3373","1.00941","4.37128","0.258394","0.191779","1.53556","0.312394","0.209231","0.92328","10.4887","6.12268","34.4846","19.5802","37.9966","0.431411","0.280128","5.95079","10.2006","19.2887","43.116","0.413855","0.277463","-0.211066","0.104018","0.44911","0.442322","0.00131916","0.000650115","0.00280694","0.00000216283","0.0178349","0.0143259","0.066191","89381.4","3029.67","13015.9","90.2843","3.22133","2375.92","1768.46","7564.11","51.7857","-39.1418","10.1075","39.6206","-32.321","12.9047","383.82","216.96","1364.22","383.684","748.273","19.1546","2.55984","122.683","713.655","383.685","1.86"
"35_MNTRR_RR_V3_an5","35_MNTRR_RR_V3","7.68","29.07","195","762","0.0377","5","False","21.41","21.52","22.29","22.86","559","562","582","597","35","STABLE","MNTRR","R","L","0.806222","0.441619","2.31964","2.15908","0.789732","3.79778","0.256646","0.167625","1.0397","0.50185","0.261133","1.21433","4.68315","2.91571","13.547","7.10922","13.7256","0.43445","0.208271","2.19638","5.11274","6.74667","17.6363","0.411904","0.142274","-0.161509","0.194093","0.466196","0.658112","0.00130217","0.000891554","0.00291373","0.00000249052","0.017065","0.0107586","0.0367263","94973.5","4516.74","18723.9","90.9132","3.04909","4427.3","2559.05","9095.98","45.0596","-36.6001","14.2499","29.4761","-42.0866","10.1146","390.079","212.227","1340.65","389.907","747.916","21.8969","2.92772","93.996","300.17","389.831","0.77"
"35_MNTRR_RR_V3_an6","35_MNTRR_RR_V3","7.68","29.07","195","762","0.0377","6","False","26.5833","26.86","27.84","27.95","696","703","729","732","35","STABLE","MNTRR","R","L","0.675511","0.364709","1.76092","1.51757","0.937829","3.62091","0.226438","0.119655","0.607808","0.360507","0.227032","1.46727","6.196","3.50976","17.0922","20.2162","11.0069","0.399372","0.171539","4.37326","4.33392","14.3467","16.664","0.319401","0.151598","-0.166677","0.0931628","0.341679","0.41344","0.00107495","0.000518375","0.00213549","0.00000142424","0.0169165","0.0141094","0.0518421","89604.3","3024.44","9823.48","92.0432","3.40889","2575.42","2311.95","8366.46","36.0888","-45.3412","8.10988","24.4886","-45.7814","6.40827","378.905","214.895","1360.2","379.284","746.188","21.3615","2.86275","80.5683","371.643","379.227","0.98"
"35_MNTRR_RR_V3_an7","35_MNTRR_RR_V3","7.68","29.07","195","762","0.0377","7","True","28.23","28.36","28.73","28.81","740","743","753","755","35","STABLE","MNTRR","R","L","0.747069","0.485719","1.90721","3.37216","0.549939","4.44267","0.261536","0.13708","0.563469","0.649804","0.298907","1.33039","3.83913","1.45172","9.09699","6.29906","6.81233","0.591803","0.267648","3.30647","2.40035","10.3267","7.79533","0.432068","0.0819241","-0.155481","0.0637626","0.299267","0.234847","0.000971755","0.000398516","0.00187042","0.00000110312","0.0112247","0.00753001","0.0280977","91868.8","2957.93","12260.2","93.5388","3.1083","2686.03","1803.33","5335.87","42.3126","-23.8861","11.368","13.5377","-47.5066","4.28704","385.497","221.112","1327.14","385.928","728.613","30.2993","4.15848","83.3139","142.765","385.851","0.37"
"35_MNTRR_RR_V4_an1","35_MNTRR_RR_V4","7.53","29.11","193","764","0.03774","1","False","10.6408",NULL,NULL,"11.22","275",NULL,NULL,"290","35","UNSTABLE","MNTRR","R","L","0.903749","0.233091","1.33906","4.61323","4.47563","12.792","0.238539","0.171198","1.13702","0.468627","0.226987","0.977963","17.2526","10.105","39.8064","33.3982","61.782","1.34827","0.369132","3.99418","16.5489","14.506","52.3837","0.968495","0.34972","-0.0401585","0.0746885","0.181952","0.285138","0.000418771","0.000324857","0.0011372","0.000000280901","0.0162454","0.0139173","0.0393775","96628.2","4707.34","18908","103.494","3.06512","4621.32","4124.37","16442.6","41.737","-17.7512","16.2348","28.6401","-34.1352","10.4885","404.733","215.473","1276.27","404.054","737.429","23.76","3.222","75.6845","233.997","404.022","0.57917"
"35_MNTRR_RR_V4_an2","35_MNTRR_RR_V4","7.53","29.11","193","764","0.03774","2","False","11.9","11.92","14.67","15.0792","308","309","382","393","35","STABLE","MNTRR","R","L","0.708948","0.524453","2.97484","2.64013","1.88395","11.2678","0.242481","0.19547","1.09288","0.43973","0.266326","1.29794","18.6787","4.16681","33.7163","39.6434","55.5643","0.592273","0.29074","20.1552","17.8579","55.2297","73.7827","0.60113","0.30761","0.116521","0.154412","0.527344","0.720039","0.000897628","0.000809937","0.0032959","0.00000146173","0.0171687","0.0113654","0.0564595","100286","4227.29","18959.6","96.3293","2.63712","2048.42","1374.73","5293.16","76.6614","-14.1925","22.7125","38.9367","-40.4382","11.9773","369.382","205.673","1403.08","369.453","751.17","26.4983","3.5276","150.759","1015.89","369.414","2.75"
"35_MNTRR_RR_V4_an3","35_MNTRR_RR_V4","7.53","29.11","193","764","0.03774","3","False","18.2425","18.6","21.13","21.21","476","486","553","555","35","STABLE","MNTRR","R","L","0.611358","0.461266","2.61349","0.877592","0.809842","5.50699","0.207813","0.156813","1.11397","0.247787","0.193247","1.18701","13.6086","6.27118","38.6029","19.4875","51.981","0.412087","0.265362","5.48901","17.247","22.046","61.9887","0.445382","0.249677","-0.201913","0.152046","0.613885","0.740932","0.00133282","0.000848042","0.00383678","0.00000249558","0.0197946","0.0141238","0.0574739","94096.3","4952.91","23190.1","92.2077","3.33942","2974.57","2249.82","8950.64","28.8133","-31.0043","7.9815","45.1225","-42.6151","14.4133","366.231","202.295","1406.19","366.388","748.287","15.9645","2.13347","97.0478","926.823","366.333","2.53"
"35_MNTRR_RR_V4_an4","35_MNTRR_RR_V4","7.53","29.11","193","764","0.03774","4","False","21.66","21.78","22.41","22.9325","567","570","587","601","35","STABLE","MNTRR","R","L","0.604669","0.265458","1.28329","2.10553","1.2702","4.2878","0.151327","0.095427","0.478462","0.524564","0.330806","1.36559","5.53987","2.79672","13.8921","3.08022","19.8966","0.45714","0.214389","2.50053","4.02409","7.01133","14.4153","0.289762","0.0601904","-0.0751179","0.151601","0.315602","0.525423","0.00089358","0.000565418","0.00197251","0.00000111818","0.0210037","0.0125327","0.0408903","93092.9","3781.17","12430.3","90.2711","3.53241","3047.91","2286.68","7326.81","34.1265","-31.231","12.3985","29.9664","-50.5667","9.96106","378.756","211.376","1235.14","378.687","743.918","17.479","2.34958","61.3413","238.536","378.629","0.63"
"35_MNTRR_RR_V4_an5","35_MNTRR_RR_V4","7.53","29.11","193","764","0.03774","5","False","26.4625","26.74","27.31","27.47","694","701","717","721","35","STABLE","MNTRR","R","L","0.873615","0.764907","2.80182","2.73529","1.81802","6.01051","0.312449","0.21131","1.0037","0.487882","0.274771","1.50293","5.81084","1.8236","11.1397","10.4553","9.78","0.507237","0.121674","3.82963","6.3033","12.7207","19.656","0.515118","0.185764","-0.151066","0.117254","0.358374","0.382053","0.000961576","0.000709838","0.00223983","0.0000014285","0.0230784","0.0174684","0.0616707","87867.3","2735.58","9375.01","90.111","2.92559","2409.57","2214.64","9375.01","33.1147","-51.5352","10.7282","31.937","-55.9966","8.39079","390.486","222.388","1409.97","390.103","742.628","29.4787","3.96952","92.7753","222.3","389.999","0.57"
"35_MNTRR_RR_V4_an6","35_MNTRR_RR_V4","7.53","29.11","193","764","0.03774","6","True","27.95","28.05","28.63","28.71","734","736","752","754","35","STABLE","MNTRR","R","L","1.0327","0.464515","2.20438","2.65509","1.45015","6.19693","0.286111","0.171269","0.840612","0.568691","0.3299","1.59333","6.13303","3.14995","17.6163","7.76617","17.0234","0.676744","0.342197","3.42362","5.38288","9.64867","20.665","0.573497","0.275097","-0.0930816","0.168382","0.372186","0.653533","0.00104377","0.000597085","0.00232616","0.00000144597","0.0217079","0.0145391","0.0547343","91899","5668.61","19447.8","91.6539","3.7198","2803.49","1867.93","6508.42","52.3744","-25.5273","14.9826","31.5677","-49.1836","11.3948","392.823","215.836","1188.6","393.119","731.751","22.9674","3.13869","96.7426","227.988","393.083","0.58"
"35_TRLGL_RR_V1_an1","35_TRLGL_RR_V1","7.62","29.73","192","777","0.03779","1","False","10.29","11.09","12.33","12.52","262","283","316","321","35","STABLE","TRLGL","L","R","0.59379","0.35672","1.623","0.562583","0.258631","1.22916","0.247475","0.174729","0.777312","0.146558","0.0809078","0.475433","4.39796","2.11703","10.6346","9.9695","12.5861","0.234452","0.087548","3.91354","7.14164","13.9487","22.1697","0.263768","0.116591","0.0815892","0.190142","0.399697","0.586498","0.00105885","0.00074238","0.0024981","0.0000016723","0.0147775","0.0115534","0.0468833","102272","4559.5","19665.4","105.321","6.79036","3797.11","3277.33","10597.3","45.0338","-45.0626","11.3048","28.6227","42.2071","7.89726","385.085","205.974","1234.71","385.307","746.535","14.5069","1.94324","66.8344","477.686","385.23","1.24"
"35_TRLGL_RR_V1_an2","35_TRLGL_RR_V1","7.62","29.73","192","777","0.03779","2","False","12.9","13.15","16.29","16.46","331","338","421","425","35","STABLE","TRLGL","L","R","0.801974","0.595048","3.22313","0.674496","0.488187","2.50184","0.364643","0.272817","1.33152","0.17863","0.106906","0.6838","12.2112","4.88943","22.9316","25.8709","27.4528","0.238761","0.10351","9.86615","11.5643","27.51","38.6747","0.263305","0.096168","-0.0691499","0.165695","0.339235","0.665615","0.000973815","0.000557607","0.00212022","0.00000125924","0.0157812","0.0118054","0.0519553","94073.7","3882.13","17822.2","93.0808","2.88022","1928.46","1830.09","8230.14","51.8079","-28.0566","12.9242","42.7708","34.7755","12.8178","392.117","218.353","1362.75","392.214","747.207","15.8557","2.122","100.71","1231.5","392.196","3.14"
"35_TRLGL_RR_V1_an3","35_TRLGL_RR_V1","7.62","29.73","192","777","0.03779","3","False","16.89","17.14","17.78","19.38","437","443","460","503","35","STABLE","TRLGL","L","R","1.05079","0.569959","2.47498","1.36294","0.50041","2.20265","0.393019","0.296309","1.21896","0.285812","0.13751","0.628077","9.35661","4.58488","18.1385","21.4227","25.4714","0.583605","0.10733","5.11655","9.23671","19.2713","28.6043","0.585185","0.103246","-0.173118","0.0932407","0.404163","0.384688","0.00108199","0.000582754","0.00252602","0.0000015103","0.0149019","0.0136334","0.0386544","92441.3","2309.07","8778.97","94.5683","4.17476","2638.29","1953.96","7147.17","33.4294","-37.7662","8.7942","37.507","18.8075","12.2409","403.184","223.757","1396.52","403.582","742.66","15.9866","2.15262","60.1206","258.225","403.476","0.64"
"35_TRLGL_RR_V1_an4","35_TRLGL_RR_V1","7.62","29.73","192","777","0.03779","4","False","20.47","20.91","22.45","22.67","532","543","584","590","35","STABLE","TRLGL","L","R","0.886508","0.817825","3.72611","0.70929","0.471368","2.07414","0.396401","0.332976","1.37832","0.199282","0.143213","0.647424","7.90471","4.33111","17.0579","14.1598","25.0874","0.307159","0.139368","5.44481","7.6189","18.0553","28.602","0.27409","0.125058","-0.190248","0.0994197","0.424659","0.467368","0.00120426","0.000591361","0.00265412","0.00000179994","0.0151577","0.0114278","0.0414114","89950.6","2752.98","12797.3","91.566","4.3232","2829.95","1925.61","8240.45","37.4621","-21.6787","7.83985","40.9155","35.9255","11.8819","388.126","212.821","1439.94","388.215","746.476","18.8765","2.52875","119.02","597.743","388.145","1.54"
"35_TRLGL_RR_V1_an5","35_TRLGL_RR_V1","7.62","29.73","192","777","0.03779","5","False","23.1","23.35","27.73","28.02","601","608","724","731","35","STABLE","TRLGL","L","R","0.683546","0.598271","3.76851","0.679769","0.397652","1.83037","0.31273","0.273134","1.52123","0.156354","0.0900588","0.587808","7.5932","3.96026","15.3302","25.8119","14.56","0.23608","0.0941373","9.23224","6.14587","36.1097","22.6293","0.204098","0.0990411","-0.140371","0.182301","0.661871","1.19233","0.00119508","0.000799788","0.0041367","0.00000206788","0.0199309","0.0147513","0.066896","94155.4","5673.06","35155.1","93.7156","4.26394","3410.26","2889.23","18149.9","53.6175","-12.4532","11.0385","34.8795","39.3015","9.48459","371.198","207.264","1332.8","371.284","747.909","14.5684","1.94789","101.625","1626","371.234","4.38"
"35_TRLGL_RR_V1_an6","35_TRLGL_RR_V1","7.62","29.73","192","777","0.03779","6","False","28.33",NULL,NULL,"28.48","740",NULL,NULL,"744","35","UNSTABLE","TRLGL","L","R","0.189044","0.0903015","0.369904","0.892335","0.625261","1.91228","0.116215","0.0847389","0.283808","0.197968","0.116543","0.530597","0.867181","0.479656","1.93099","0.748889","2.02128","0.230634","0.0829767","0.551953","0.101357","1.71667","0.347","0.122791","0.0181225","-0.145129","0.134042","0.27271","0.349798","0.00109978","0.000561327","0.00170444","0.0000015246","0.0261407","0.0189286","0.0578523","91338.9","1731.67","4051.6","94.7918","1.68901","2327.4","1552.78","3928.53","6.91883","-28.6328","1.90315","0.961473","47.2288","0.183053","376.593","211.102","1021.87","376.169","730.925","6.21984","0.850955","22.583","56.417","376.113","0.15"
"35_TRLGL_RR_V1_an7","35_TRLGL_RR_V1","7.62","29.73","192","777","0.03779","7","True","28.8","29.22",NULL,"29.73","752","763",NULL,"777","35","STABLE","TRLGL","L","R","0.676202","0.34496","1.92724","0.360286","0.269108","1.12713","0.30537","0.236322","1.09482","0.122239","0.0648799","0.343353","2.06988","0.894088","3.61224","3.45878","4.86917","0.182591","0.0701821","1.11393","1.89079","2.86333","5.86033","0.136665","0.0633885","-0.169032","0.117457","0.30867","0.423459","0.00115354","0.000569502","0.00192919","0.000001655","0.0209395","0.0154242","0.064462","90143.7","2368.47","9218.23","92.0463","3.88696","2050.67","1697.06","5849.12","11.4608","-22.5898","3.5238","21.1588","31.0141","6.75672","386.138","199.523","1140.4","386.839","747.494","11.639","1.55706","49.4394","197.252","386.769","0.51"
"35_TRLGL_RR_V2_an1","35_TRLGL_RR_V2","7.63","29.75","196","784","0.03758","1","False","9.94","10.44","11.49","11.64","257","270","298","302","35","STABLE","TRLGL","L","R","1.13823","0.859897","3.96936","1.07569","0.479636","2.23597","0.419792","0.338701","1.8059","0.239862","0.12893","0.72882","8.79496","2.99372","15.5986","21.3784","18.7269","0.474672","0.188","8.77634","7.06334","27.0117","22.8663","0.476198","0.128459","0.0232619","0.0939374","0.184018","0.364942","0.000518886","0.00031079","0.00115012","0.000000365834","0.0163453","0.0130961","0.0461116","107414","6133.6","28607.3","112.928","3.64561","6646.69","5520.45","25684.7","75.4578","-13.1412","23.4637","50.0151","20.9211","14.3154","405.038","227.434","1312.09","405.125","744.504","23.1976","3.11585","109.56","425.405","405.147","1.05"
