"OLST_attempt_id","RADAR_capture","MOCAP_Start_Time","MOCAP_End_Time","RADAR_Start_Frame","RADAR_End_Frame","Seconds_per_Frame","an","is_attempt_final","t_foot_up","t_stable","t_break","t_end","frame_foot_up","frame_stable","frame_break","frame_end","participant_id","label","movement_code","stance_leg","lifted_leg","stance_knee_vel_mean","stance_knee_vel_std","stance_knee_vel_max","lifted_knee_vel_mean","lifted_knee_vel_std","lifted_knee_vel_max","stance_knee_acc_mean","stance_knee_acc_std","stance_knee_acc_max","lifted_knee_acc_mean","lifted_knee_acc_std","lifted_knee_acc_max","com_disp_mean","com_disp_std","com_disp_max","com_range_x","com_range_y","com_vel_mean","com_vel_std","trunk_sway_x_std","trunk_sway_y_std","trunk_sway_x_range","trunk_sway_y_range","trunk_sway_vel_mean","trunk_sway_vel_std","doppler_centroid_mean","doppler_centroid_std","doppler_centroid_max","doppler_centroid_range","micro_vel_mean","micro_vel_std","micro_vel_max","micro_vel_energy","micro_acc_mean","micro_acc_std","micro_acc_max","amp_total_power_mean","amp_total_power_std","amp_total_power_range","amp_peak_power_mean","amp_peak_power_std","amp_variation_mean","amp_variation_std","amp_variation_max","COP_AP_range_mm","COP_AP_mean_mm","COP_AP_sd_mm","COP_ML_range_mm","COP_ML_mean_mm","COP_ML_sd_mm","COP_speed_mean_mm_s","COP_speed_sd_mm_s","COP_speed_max_mm_s","COP_speed_computed_mean","GRF_Z_mean_N","GRF_Z_sd_N","GRF_Z_cv_pct","GRF_Z_range_N","sway_path_length_mm","sway_path_per_second_mm_s","trial_duration_s"
"01_MNTRL_RR_V1_an1","01_MNTRL_RR_V1","8.47","30.2","226","821","0.0365","1","False","10.22","11.19","14.28","15.05","273","300","385","406","1","STABLE","MNTRL","L","R","0.265653","0.168876","1.04017","0.743705","0.814087","4.07922","0.145319","0.126338","0.81007","0.161764","0.137574","0.858672","8.86643","2.97125","13.537","18.4183","18.7059","0.219132","0.163049","4.45507","7.49902","14.5887","23.2713","0.192089","0.10792","-0.00576239","0.129509","0.348095","0.622754","0.000674627","0.000448728","0.0021756","0.000000656479","0.0162784","0.0119984","0.0472685","96434.9","4482.32","20241.6","96.7762","3.54586","3461.28","3395.81","18159.3","39.1006","56.0218","7.63983","30.8088","89.4533","9.0036","489.247","268.991","1953.93","489.255","565.499","10.7127","1.89438","69.2759","1511.69","489.221","3.09"
"01_MNTRL_RR_V1_an2","01_MNTRL_RR_V1","8.47","30.2","226","821","0.0365","2","False","18.25","19.05","22.18","22.83","493","515","601","619","1","STABLE","MNTRL","L","R","0.256186","0.212794","1.4051","0.848065","0.721073","3.72671","0.162645","0.199643","1.59824","0.169773","0.129746","1.00937","7.05505","2.93121","12.3018","19.1968","12.5117","0.182883","0.163157","7.85384","4.1841","21.146","18.9447","0.19805","0.129916","-0.166386","0.0829439","0.380692","0.423266","0.00104603","0.000505943","0.00237932","0.00000135016","0.0168685","0.0117013","0.0587786","89549","2764.65","13658.6","93.3523","4.245","2215.54","1588.47","8330.52","37.0946","44.7627","8.45616","29.2881","96.719","7.39186","484.862","260.496","1742.25","484.897","565.468","9.40551","1.66331","65.0034","1517.54","484.837","3.13"
"01_MNTRL_RR_V1_an3","01_MNTRL_RR_V1","8.47","30.2","226","821","0.0365","3","True","26.24","27.03",NULL,"30.2","712","734",NULL,"821","1","STABLE","MNTRL","L","R","0.176079","0.105492","0.590605","0.674461","0.839178","3.448","0.101381","0.0592321","0.418141","0.137755","0.121919","0.708708","5.73573","3.58332","15.7826","19.1374","5.97928","0.164565","0.11754","5.30307","2.86852","16.1063","11.0597","0.132997","0.0814842","-0.178159","0.0923946","0.44613","0.477221","0.00111862","0.000567476","0.00278831","0.00000157334","0.0169954","0.0149205","0.0817158","89571.4","3570.53","14544.7","94.0537","5.08994","2348.15","1983.89","9886.83","21.4853","53.2417","4.60018","17.2641","97.4492","4.06056","497.947","267.54","1931.21","497.869","566.61","6.47195","1.14222","42.1143","1578.14","497.836","3.17"
"01_MNTRL_RR_V2_an1","01_MNTRL_RR_V2","8.52","30.2","225","816","0.03664","1","False","10.48","11.05","14.27","15.05","278","294","382","403","1","STABLE","MNTRL","L","R","0.252568","0.15369","0.830591","0.806258","1.08367","5.91475","0.0942612","0.0485762","0.287402","0.163912","0.14712","0.912744","5.96172","3.24229","22.4663","9.62733","23.6106","0.228166","0.209282","5.36144","3.56767","25.9593","20.1797","0.182701","0.157648","-0.0129037","0.172646","0.405823","0.778655","0.000889643","0.000615922","0.00253639","0.00000117082","0.0177809","0.0127092","0.0570963","96645.2","4304.84","20379.4","96.1337","3.64214","3445.38","3138.83","16647.8","30.1257","-6.66855","6.89454","25.5626","37.5469","5.71961","480.744","269.706","1736.93","480.821","564.254","12.6024","2.23346","93.996","1548.19","480.804","3.22"
"01_MNTRL_RR_V2_an2","01_MNTRL_RR_V2","8.52","30.2","225","816","0.03664","2","False","18.41","19.07","22.17","22.86","495","513","597","616","1","STABLE","MNTRL","L","R","0.173592","0.0916576","0.498804","0.599968","0.834784","4.04179","0.103297","0.055749","0.30422","0.133007","0.130517","0.737783","4.98288","1.55466","9.82869","13.2585","7.85456","0.139556","0.0912306","5.69558","1.64849","17.1177","7.30767","0.14133","0.06623","-0.199739","0.0944165","0.496585","0.518683","0.00125551","0.000574767","0.00310366","0.00000190665","0.017655","0.013914","0.0688914","90091.9","3044.92","14831.1","95.1372","4.05649","1924.04","1434.26","6434.35","27.7294","0.71041","7.26042","15.946","44.443","3.59112","479.844","261.257","1750.01","479.935","565.149","6.92421","1.2252","43.9453","1487.73","479.914","3.1"
"01_MNTRL_RR_V2_an3","01_MNTRL_RR_V2","8.52","30.2","225","816","0.03664","3","True","26.46","27.06",NULL,"30.2","714","731",NULL,"816","1","STABLE","MNTRL","L","R","0.268117","0.194309","1.02176","0.800825","1.05966","4.92183","0.142107","0.155788","1.41296","0.14224","0.123137","0.696917","8.5435","2.87623","17.5763","20.8484","18.3668","0.195355","0.168945","10.0638","3.2101","32.1793","19.0883","0.227467","0.176802","-0.190194","0.0909085","0.40208","0.438111","0.00119512","0.000554574","0.002513","0.00000173587","0.0180701","0.0143984","0.0614257","90729.7","3408.51","17752.7","94.9709","5.61914","2322.92","1679.27","6883.2","35.4576","-3.71819","10.8905","23.9274","51.2679","4.89691","477.114","256.834","1594.19","477.23","565.373","9.74064","1.72287","67.1396","1498.39","477.195","3.14"
"01_MNTRL_RR_V3_an1","01_MNTRL_RR_V3","7.62","30.5","200","826","0.03651","1","False","10.66","11.19","14.41","15.16","283","297","385","406","1","STABLE","MNTRL","L","R","0.27128","0.163658","1.27953","0.712344","0.734147","3.89393","0.113401","0.0831337","0.711028","0.147295","0.128961","0.732883","10.2419","4.19996","17.6431","23.3613","21.5461","0.262348","0.198988","7.42964","5.15731","24.064","19.302","0.257069","0.167629","-0.0150997","0.193367","0.472924","0.772889","0.00102291","0.000650503","0.00295578","0.00000146949","0.0155594","0.0108929","0.0484635","95583.2","5591.73","20976.3","95.1688","4.66606","2655.79","2338.69","12154.5","46.3186","-4.71832","12.6409","36.573","28.0743","9.35703","471.534","255.777","1761.76","471.6","564.703","7.70759","1.36489","40.8936","1518.5","471.584","3.22"
"01_MNTRL_RR_V3_an2","01_MNTRL_RR_V3","7.62","30.5","200","826","0.03651","2","False","18.25","18.9","22.09","22.83","491","508","596","616","1","STABLE","MNTRL","L","R","0.240057","0.131056","0.966233","0.584705","0.744285","4.02312","0.119632","0.124307","0.817574","0.120761","0.107767","0.753194","9.7535","3.09092","13.2597","13.8513","25.5506","0.25528","0.164247","5.39052","7.76573","19.2597","22.0577","0.239527","0.118462","-0.162904","0.120249","0.409516","0.524379","0.00109068","0.000641786","0.00255947","0.00000160146","0.0213266","0.0160205","0.0657857","91526.9","3889.08","22569.3","95.577","3.68949","2461.62","1937.6","8190.58","36.1912","3.05308","8.76414","34.3325","33.5386","10.3841","481.865","266.816","1792.36","481.864","564.927","7.81557","1.38346","54.3222","1537.08","481.842","3.19"
"01_MNTRL_RR_V3_an3","01_MNTRL_RR_V3","7.62","30.5","200","826","0.03651","3","True","26.35","27.12",NULL,"30.5","713","734",NULL,"826","1","STABLE","MNTRL","L","R","0.238502","0.177027","1.05992","0.650846","0.878445","4.34644","0.145349","0.185225","1.37701","0.119507","0.105002","0.658791","7.29654","4.55709","17.2458","17.2336","29.3807","0.18045","0.0990249","6.34745","5.65867","20.9433","24.998","0.151195","0.0710891","-0.154847","0.117137","0.374242","0.575862","0.00104711","0.000613315","0.00233901","0.0000014726","0.0174833","0.01209","0.0554826","91188","4259.5","24230.8","93.9378","4.67228","2577.66","2388.7","11432.2","28.3513","-11.89","8.04979","26.3046","37.6052","6.93359","470.357","258.134","1571.79","470.462","565.34","6.90758","1.22184","49.7437","1590.03","470.422","3.38"
"01_MNTRR_RR_V1_an1","01_MNTRR_RR_V1","7.61","30.23","202","823","0.03638","1","False","10.07","10.97","14.09","14.99","269","294","380","404","1","STABLE","MNTRR","R","L","0.217282","0.140098","0.683106","0.713805","0.846941","4.6411","0.0910674","0.0465029","0.272619","0.167879","0.154563","0.907228","8.92856","3.75525","14.5725","13.2747","25.6227","0.213614","0.134145","1.38487","7.9283","6.34067","25.59","0.17452","0.0946313","0.0302729","0.174091","0.461268","0.803875","0.000869543","0.000680876","0.00288293","0.0000012197","0.0183715","0.0131113","0.0596622","98646.5","5509.04","33712.5","100.48","5.72333","2997.93","3846.01","28611.8","25.6103","48.0525","5.85296","34.244","-65.5921","9.30566","473.163","259.369","1622.21","473.164","571.02","5.02583","0.88015","28.3813","1476.38","473.199","3.12"
"01_MNTRR_RR_V1_an2","01_MNTRR_RR_V1","7.61","30.23","202","823","0.03638","2","False","18.33","19.07","22.03","23.02","496","516","598","625","1","STABLE","MNTRR","R","L","0.143506","0.0936195","0.531198","0.461422","0.614606","3.41696","0.0904707","0.0553058","0.299663","0.139808","0.127772","0.896757","3.72289","1.37184","8.58566","6.7805","9.42333","0.115898","0.101683","3.00972","1.84746","12.3523","9.264","0.110355","0.0926428","-0.150755","0.0962497","0.377426","0.450053","0.000965703","0.000563092","0.00235891","0.00000124965","0.016063","0.0130922","0.0597371","91413.4","3799.44","18024.3","93.2597","3.59757","2088.62","1736.29","9398.99","11.1441","31.8506","2.34632","18.5284","-68.4567","4.31266","475.672","262.57","1816.02","475.657","571.38","3.88304","0.679589","20.4468","1407.86","475.629","2.96"
"01_MNTRR_RR_V1_an3","01_MNTRR_RR_V1","7.61","30.23","202","823","0.03638","3","True","26.07","26.72",NULL,"30.23","709","727",NULL,"823","1","STABLE","MNTRR","R","L","0.152171","0.11387","0.671831","0.492456","0.84254","4.39756","0.0813247","0.042082","0.23775","0.135002","0.121516","1.04231","6.47811","2.27918","15.2965","16.2792","19.4474","0.167163","0.134078","5.30296","3.61949","18.441","20.4907","0.161363","0.109717","-0.177354","0.0943","0.478321","0.520361","0.00112154","0.000564098","0.00298951","0.00000157605","0.0158595","0.0121738","0.0504306","90450.4","3809.85","19079.3","92.6245","3.84954","2136.6","1755.99","8358.31","28.1468","33.6003","6.66517","19.688","-59.3546","4.84315","458.651","255.59","1555.82","458.66","571.612","6.96086","1.21776","51.5747","1609.89","458.659","3.51"
"01_MNTRR_RR_V2_an1","01_MNTRR_RR_V2","7.65","30.25","200","819","0.0365","1","False","10.68","11.29","14.4","15.18","283","299","384","406","1","STABLE","MNTRR","R","L","0.162577","0.0929031","0.434568","0.561185","1.0232","5.006","0.0926301","0.0500467","0.349824","0.145421","0.151168","1.55857","4.60658","2.48433","13.8865","10.074","13.4879","0.137087","0.125181","2.85582","5.77753","11.7387","19.8207","0.12671","0.0514425","-0.025166","0.181816","0.466609","0.736082","0.000952948","0.000638685","0.00291631","0.00000131603","0.0169098","0.0120171","0.0530488","95200.9","5718.24","25428.6","95.4677","4.99865","2395.08","1800.35","6836.79","14.123","-3.40613","3.44765","19.6528","-66.2021","4.29605","469.182","252.989","1576.15","469.08","570.945","6.59224","1.15462","40.8936","1458.75","469.053","3.11"
"01_MNTRR_RR_V2_an2","01_MNTRR_RR_V2","7.65","30.25","200","819","0.0365","2","False","18.65","19.28","22.37","23.35","501","518","603","630","1","STABLE","MNTRR","R","L","0.197776","0.135963","0.774861","0.616317","0.851081","4.07753","0.104154","0.0619218","0.432414","0.166633","0.139996","0.940058","6.69786","2.54523","12.8339","13.8882","13.4066","0.177112","0.14462","6.68728","4.23887","23.2913","14.718","0.208042","0.134341","-0.144212","0.102549","0.334032","0.532194","0.00094964","0.000566889","0.0020877","0.00000122318","0.018587","0.0143185","0.0839794","92310.9","3874.24","22087.5","95.092","3.37737","2239.77","1513.06","7205","31.6686","-14.3808","9.16268","27.9595","-64.0628","7.68516","466.88","256.318","1474.8","466.849","571.529","6.35861","1.11256","38.147","1442.69","466.89","3.09"
"01_MNTRR_RR_V2_an3","01_MNTRR_RR_V2","7.65","30.25","200","819","0.0365","3","True","26.66","27.19",NULL,"30.25","720","735",NULL,"819","1","STABLE","MNTRR","R","L","0.253509","0.174016","1.17563","0.80613","0.840706","4.0099","0.11","0.0717337","0.647464","0.211008","0.182344","1.17721","13.3287","6.77819","26.2897","25.0232","36.5783","0.260245","0.133284","8.92914","11.5741","25.0777","35.6927","0.25694","0.130736","-0.129116","0.114575","0.342155","0.593488","0.000924255","0.00055655","0.00213847","0.000001164","0.0169134","0.0123273","0.0485336","91283.5","4726.18","22016.9","92.9079","3.15248","2052.82","1900.4","8387.07","38.7197","-11.1393","11.1213","44.0043","-64.9427","14.1126","468.583","256.014","1629.79","468.543","571.52","8.53262","1.49297","62.2568","1433.63","468.506","3.06"
"01_MNTRR_RR_V3_an1","01_MNTRR_RR_V3","8.89","30","236","814","0.0365","1","False","10.4","11.25","14.38","15.23","277","300","386","409","1","STABLE","MNTRR","R","L","0.185193","0.133156","0.679096","0.555845","0.817306","4.55595","0.0920241","0.0509015","0.422214","0.152418","0.140032","0.926746","5.60518","1.88902","12.2509","13.3767","12.9484","0.175931","0.153827","4.80599","4.1865","18.1167","14.4563","0.168914","0.103787","-0.023675","0.193153","0.442146","0.882255","0.000915704","0.00080045","0.00276341","0.00000147924","0.0212056","0.0145927","0.05867","99831.4","5278","25266.1","100.07","6.73114","4066.75","3952.63","21525.7","18.6734","70.3999","5.07229","27.6786","-111.128","7.03142","490.85","264.396","1787.82","490.668","570.108","6.01415","1.05491","36.0107","1535.84","490.685","3.13"
"01_MNTRR_RR_V3_an2","01_MNTRR_RR_V3","8.89","30","236","814","0.0365","2","False","18.38","19.16","22.11","23.12","496","517","598","625","1","STABLE","MNTRR","R","L","0.174453","0.13128","0.637518","0.528143","0.883261","3.81883","0.0922822","0.0537111","0.363728","0.137712","0.123911","0.731027","4.00672","1.97173","12.9176","6.34394","14.9499","0.128261","0.140483","3.05573","2.76501","10.8493","14.315","0.109421","0.0760537","-0.202375","0.100101","0.467562","0.475193","0.00126601","0.000623273","0.00292226","0.00000199124","0.0209074","0.0136148","0.0813687","89777.9","3191.56","15995.7","92.7849","4.90222","2112.01","1533.51","8321.56","17.2969","62.7601","4.14462","12.8399","-107.581","3.0147","481.449","263.885","1742.65","481.578","571.023","6.1341","1.07423","39.3677","1420.57","481.549","2.95"
"01_MNTRR_RR_V3_an3","01_MNTRR_RR_V3","8.89","30","236","814","0.0365","3","True","26.2","27.09",NULL,"30","710","734",NULL,"814","1","STABLE","MNTRR","R","L","0.190808","0.149575","0.699203","0.552289","0.831529","3.76623","0.0941816","0.0629942","0.436754","0.132859","0.128932","0.9122","7.6474","2.67079","13.2684","18.8721","16.4042","0.207782","0.12008","6.62995","5.22308","24.3107","14.427","0.185757","0.120246","-0.211521","0.088625","0.407911","0.404765","0.001322","0.000553906","0.00254944","0.00000205451","0.0152609","0.0125986","0.0691939","91066.3","3763.62","18043.1","97.0153","4.30423","2486.59","1895.98","7197.32","26.548","58.8203","7.18472","23.4876","-118.235","6.86383","478.311","260.72","1829.95","478.205","570.866","5.46127","0.956665","37.8418","1391.56","478.198","2.91"
"02_MNTRL_RR_V1_an1","02_MNTRL_RR_V1","7.54","28.65","291","845","0.03804","1","False","11.07","11.68","15.17","15.73","383","399","491","506","2","STABLE","MNTRL","L","R","0.363471","0.238128","1.40168","0.936652","1.16279","5.19867","0.139812","0.0794631","0.495929","0.17678","0.153252","0.94431","11.7548","3.24606","19.8885","22.0467","23.8584","0.306118","0.130165","9.30517","5.49962","28.7143","18.3293","0.272682","0.12851","-0.184488","0.133734","0.49019","0.599027","0.00122764","0.000721828","0.00306369","0.00000202815","0.0148978","0.0104782","0.0436577","95337.1","4889.96","23396.5","102.038","2.4586","4062.54","3902.37","16751.8","58.143","-72.3408","15.4594","42.1623","81.6918","11.0413","458.941","250.73","1864.25","458.894","626.118","13.1179","2.09512","85.4511","1601.61","458.914","3.49"
"02_MNTRL_RR_V1_an2","02_MNTRL_RR_V1","7.54","28.65","291","845","0.03804","2","False","18.87","19.51","23.09","23.66","588","605","699","714","2","STABLE","MNTRL","L","R","0.303377","0.246999","1.32304","0.719625","1.09404","5.80343","0.13932","0.126797","1.37683","0.162866","0.163205","1.10168","7.29538","5.14853","26.6788","15.6789","32.4788","0.255418","0.212536","4.23926","7.25075","18.382","36.1927","0.233825","0.182062","-0.193305","0.111711","0.494091","0.579586","0.00122296","0.000671926","0.00308807","0.00000194712","0.0177255","0.0134232","0.0650671","91757.1","3966.55","19111.7","96.3922","4.58075","2473.18","1785.92","8920.58","30.8223","-74.5978","7.08211","37.0935","67.7576","6.81982","453.816","243.966","1577.85","453.852","625.885","17.889","2.85819","123.903","1624.66","453.816","3.58"
"02_MNTRL_RR_V1_an3","02_MNTRL_RR_V1","7.54","28.65","291","845","0.03804","3","True","26.88","27.52",NULL,"28.65","799","816",NULL,"845","2","STABLE","MNTRL","L","R","0.437722","0.190926","0.849974","1.6031","1.4109","5.59067","0.161321","0.0847934","0.363463","0.318744","0.281697","1.65538","8.0197","3.50568","16.4798","18.3496","20.4258","0.414718","0.172074","3.70402","3.45245","13.443","14.5667","0.313157","0.14662","-0.180724","0.0996101","0.403023","0.437964","0.00114408","0.000595386","0.0025189","0.00000166341","0.0191158","0.0111823","0.0447393","88777.8","2760.5","14340","94.9472","3.97812","2528.55","1978.91","7890.12","29.463","-69.0457","6.12499","26.7348","71.9636","7.89085","455.494","250.595","1524.93","455.372","624.091","26.6465","4.26965","130.312","514.692","455.48","1.13"
"02_MNTRL_RR_V2_an1","02_MNTRL_RR_V2","7.66","29.05","193","756","0.03795","1","False","10.9","11.49","15.39","16.12","278","293","396","415","2","STABLE","MNTRL","L","R","0.306615","0.271039","1.65871","0.757174","0.848038","4.05009","0.124515","0.0852782","0.634162","0.173623","0.158134","0.95191","7.86313","4.7755","19.9746","9.37978","28.6505","0.182668","0.124562","4.39438","5.12332","21.949","21.1513","0.167601","0.112607","-0.0536296","0.189793","0.579745","1.03527","0.00101739","0.000695943","0.00362341","0.00000151943","0.0177762","0.0146377","0.0694212","91489","5352.02","24144.9","91.0711","4.06046","2154.9","1741.3","7923.82","21.8297","-28.4456","4.73612","38.8413","53.6452","9.50854","432.544","234.787","1446.81","432.579","627.484","11.1299","1.77374","79.3476","1687.02","432.57","3.9"
"02_MNTRL_RR_V2_an2","02_MNTRL_RR_V2","7.66","29.05","193","756","0.03795","2","False","19.21","19.83","23.04","23.69","497","513","598","615","2","STABLE","MNTRL","L","R","0.309561","0.242544","1.41001","1.24335","1.27745","6.5696","0.152986","0.116168","0.740617","0.219044","0.196481","1.0265","6.30436","3.24505","16.1658","13.9199","18.2","0.234447","0.161824","5.74505","3.30164","22.4007","14.4737","0.25023","0.129999","-0.142091","0.151318","0.368198","0.719976","0.0011625","0.000575914","0.00230124","0.00000168309","0.0177229","0.0148285","0.0811392","88655","4622.8","28565","91.6108","4.32028","2031.04","1821.71","8425.66","45.9209","-45.0778","11.0344","26.8812","62.4872","6.65057","433.965","230.861","1637.84","434.026","626.432","15.4079","2.45963","126.04","1393.15","434.003","3.21"
"02_MNTRL_RR_V2_an3","02_MNTRL_RR_V2","7.66","29.05","193","756","0.03795","3","True","26.84","27.41",NULL,"29.05","698","713",NULL,"756","2","STABLE","MNTRL","L","R","0.447913","0.316307","1.81469","1.19346","0.850031","3.77541","0.15637","0.096887","0.590333","0.251547","0.161733","0.904353","8.74838","2.92331","15.5118","17.0769","19.1173","0.376033","0.1658","3.03235","5.80842","11.8923","22.671","0.316702","0.159469","-0.172319","0.106457","0.409149","0.457906","0.00110339","0.000620598","0.00255718","0.00000160261","0.0213651","0.0151254","0.06004","89254.5","2796.61","12319.9","94.7229","3.87879","1909.47","1951.66","10700.5","42.5217","-31.7717","9.89212","45.3924","62.1671","15.5991","456.094","256.003","1566.35","456.088","625.168","22.8898","3.66138","121.462","747.888","456.03","1.64"
"02_MNTRL_RR_V3_an1","02_MNTRL_RR_V3","7.58","29.2","192","760","0.03803","1","False","10.94","11.53","14.85","15.46","280","295","383","399","2","STABLE","MNTRL","L","R","0.307466","0.231752","1.6156","0.751805","0.941079","5.12761","0.159607","0.16622","1.40792","0.168984","0.141651","0.724494","8.26992","2.68485","15.9165","21.3801","22.7196","0.241475","0.151065","6.51272","5.02359","26.5863","25.1337","0.240752","0.152666","-0.0213774","0.191787","0.465179","0.876079","0.0010137","0.00065351","0.00290737","0.00000145465","0.0173933","0.0131298","0.0728664","93902.2","4713.42","19852.5","93.2803","3.95073","2337.55","1882.08","8305.48","47.5411","-79.819","11.876","33.1305","17.9982","8.23285","440.308","241.042","1663.68","440.334","626.692","11.3272","1.80745","68.6655","1461.79","440.297","3.32"
"02_MNTRL_RR_V3_an2","02_MNTRL_RR_V3","7.58","29.2","192","760","0.03803","2","False","18.96","19.48","23.01","23.62","491","504","597","613","2","STABLE","MNTRL","L","R","0.354573","0.277842","1.72393","0.900245","1.25419","5.7647","0.126432","0.079162","0.58695","0.186627","0.176433","0.99193","8.43123","3.99552","23.4776","15.0875","31.7193","0.269864","0.209726","6.92409","6.67098","24.2933","26.788","0.254091","0.145516","-0.145623","0.134332","0.414961","0.659981","0.00106653","0.000629102","0.00259351","0.00000153325","0.0192003","0.0159961","0.0759225","88672.1","4391.21","20501.6","90.3845","4.24973","2623.1","1866.99","7214.08","43.3378","-78.1174","8.84846","39.2931","6.98031","7.69603","441.666","242.568","1569.86","441.65","625.928","17.7104","2.82946","104.372","1558.91","441.618","3.53"
"02_MNTRL_RR_V3_an3","02_MNTRL_RR_V3","7.58","29.2","192","760","0.03803","3","True","27.15","27.66",NULL,"29.2","706","720",NULL,"760","2","STABLE","MNTRL","L","R","0.37732","0.250484","1.18214","1.22484","1.23657","6.02411","0.175459","0.149948","0.966265","0.262525","0.224248","1.24184","8.88657","4.05685","17.7117","16.2561","26.5404","0.309505","0.203921","4.85354","5.11171","14.9177","19.798","0.24948","0.175549","-0.177226","0.0890444","0.351872","0.41794","0.00112781","0.000514485","0.0021992","0.00000153664","0.0167099","0.0108968","0.0499708","90416.6","2364.88","9215.8","96.2867","2.8476","2082.69","1916.66","8729.75","30.1625","-82.5046","8.95902","29.8517","13.2198","8.07957","440.335","241.973","1685.69","440.467","623.521","19.7291","3.16415","96.7417","678.373","440.502","1.54"
"02_MNTRR_RR_V1_an1","02_MNTRR_RR_V1","7.6","29","190","755","0.03784","1","False","10.73","11.58","14.71","15.34","272","295","377","394","2","STABLE","MNTRR","R","L","0.315381","0.22146","1.13601","0.959494","0.786602","3.19562","0.137939","0.0808459","0.511287","0.2135","0.176578","1.335","7.80747","3.19494","17.203","10.5452","23.6717","0.210641","0.118149","6.93239","5.56748","24.4487","22.3503","0.165461","0.0940063","-0.0201934","0.169517","0.428103","0.846465","0.000849288","0.000645865","0.00267564","0.00000113843","0.0187101","0.0141042","0.060088","94100.1","6087.83","22517","94.3397","3.78686","2114.52","1769.48","8729.34","25.8286","-88.3106","5.88261","27.9106","-56.5947","7.37498","449.91","246.176","1885.44","449.98","635.042","15.7035","2.47284","90.0288","1408.33","449.947","3.13"
"02_MNTRR_RR_V1_an2","02_MNTRR_RR_V1","7.6","29","190","755","0.03784","2","False","18.44","19.23","22.49","23.15","476","497","583","600","2","STABLE","MNTRR","R","L","0.438281","0.280753","1.59031","1.19229","0.899966","3.24764","0.168387","0.105528","0.629101","0.214057","0.167853","0.867768","9.55557","3.85501","19.8893","16.1601","23.5433","0.231928","0.137951","11.1758","5.55264","32.7853","27.239","0.22903","0.142503","-0.111006","0.157659","0.454687","0.794965","0.0010432","0.000603342","0.0028418","0.00000145229","0.0179841","0.0140278","0.0645023","90556.9","5137.81","25098.5","94.1008","4.38405","2280.77","1891.98","9725.11","38.386","-92.8356","9.34017","26.6771","-59.0785","6.92306","441.296","240.117","1570.85","441.307","635.026","11.6536","1.83514","80.8735","1438.64","441.301","3.26"
"02_MNTRR_RR_V1_an3","02_MNTRR_RR_V1","7.6","29","190","755","0.03784","3","True","26.37","27.12",NULL,"29","685","705",NULL,"755","2","STABLE","MNTRR","R","L","0.386852","0.178996","0.968418","1.67357","1.21907","5.04623","0.16644","0.0942253","0.533954","0.260611","0.182687","1.00409","9.36198","3.62888","16.9844","13.4543","19.4833","0.283204","0.191589","3.40575","2.9097","14.168","9.75567","0.189985","0.109253","-0.177551","0.0928943","0.383175","0.3838","0.00110985","0.000580297","0.00239484","0.00000156851","0.0180787","0.0116968","0.0502666","89788.7","2301.64","9203.56","96.1046","3.9138","1968.32","1369.4","6611.88","34.3552","-67.71","8.06764","25.9626","-60.2065","7.36484","456.936","246.085","1464.11","456.898","632.272","21.8833","3.46106","121.767","858.929","456.877","1.88"
"02_MNTRR_RR_V2_an1","02_MNTRR_RR_V2","7.61","29.25","194","768","0.03766","1","False","10.84","11.55","15.11","15.63","279","298","393","406","2","STABLE","MNTRR","R","L","0.7228","0.504933","2.69312","1.11173","0.969391","4.08391","0.21637","0.140814","1.27161","0.21553","0.170572","1.08237","22.1575","8.30534","39.4234","30.3362","56.3863","0.504906","0.243417","6.03897","13.5612","20.5977","51.5703","0.367357","0.192208","0.00469338","0.172649","0.383034","0.763258","0.000877496","0.000628667","0.00239396","0.00000116522","0.0159798","0.0135897","0.0641698","95964.2","4261.38","18523.7","98.3135","3.05165","2128.43","1710.24","9123.16","68.4941","-37.6348","16.7031","52.8642","-59.9413","14.6952","440.438","251.543","2190.9","440.469","634.839","19.5596","3.08104","152.896","1568.13","440.486","3.56"
"02_MNTRR_RR_V2_an2","02_MNTRR_RR_V2","7.61","29.25","194","768","0.03766","2","False","18.7","19.58","22.9","23.6","488","511","599","618","2","STABLE","MNTRR","R","L","0.32736","0.236054","1.25283","1.01397","0.762691","3.11339","0.143703","0.103896","0.738419","0.203424","0.174957","1.10243","8.07452","3.59408","19.8676","12.0007","25.6355","0.201486","0.106743","6.87538","5.17335","29.3753","21.1957","0.209753","0.12108","-0.133336","0.15219","0.416569","0.696542","0.00111419","0.000598173","0.00260355","0.00000159923","0.0188017","0.0136772","0.059976","89331.4","5439.83","26164.8","90.4845","4.30285","2685.54","2149.36","9053.03","29.6061","-54.1725","7.72267","30.9319","-56.8602","7.34712","430.676","235.794","1491.12","430.703","634.433","10.7556","1.69531","70.1914","1429.9","430.692","3.32"
